,Unnamed: 0,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
12600,12600,48, Private,248059, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,45, United-States, <=50K
12601,12601,38, Private,409604, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
12602,12602,39, Private,185053, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
12603,12603,46, Private,332884, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States, >50K
12604,12604,56, Private,212864, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
12605,12605,27, Private,66473, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
12606,12606,17, Private,285169, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
12607,12607,28, Private,175431, 9th,5, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
12608,12608,18, ?,152641, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
12609,12609,42, Private,339346, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
12610,12610,39, Private,287306, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
12611,12611,29, Self-emp-not-inc,70604, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,3464,0,40, United-States, <=50K
12612,12612,21, Private,88926, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
12613,12613,36, Private,91275, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
12614,12614,56, Private,244554, 10th,6, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
12615,12615,49, Private,232586, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12616,12616,47, Self-emp-inc,127678, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
12617,12617,44, Private,162184, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
12618,12618,40, Private,408229, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
12619,12619,43, State-gov,139734, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
12620,12620,62, Private,197286, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Germany, <=50K
12621,12621,52, Private,229983, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103,0,30, United-States, >50K
12622,12622,25, Private,252803, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
12623,12623,63, Self-emp-inc,110890, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K
12624,12624,51, Private,160724, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,99, South, <=50K
