,Unnamed: 0,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
20400,20400,42, Self-emp-not-inc,343609, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
20401,20401,26, Private,216010, HS-grad,9, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
20402,20402,37, Private,164526, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20403,20403,27, Private,150958, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,48, Guatemala, <=50K
20404,20404,26, Private,244495, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
20405,20405,23, Private,199336, Assoc-voc,11, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
20406,20406,60, Private,151369, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20407,20407,49, Federal-gov,118701, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20408,20408,46, Private,219611, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20409,20409,21, Private,184568, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20410,20410,48, Self-emp-not-inc,246891, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
20411,20411,70, Self-emp-inc,243436, 9th,5, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
20412,20412,44, Local-gov,68318, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,55, United-States, <=50K
20413,20413,58, Private,56331, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20414,20414,41, Private,190591, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
20415,20415,54, Private,140359, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,3900,40, United-States, <=50K
20416,20416,42, Self-emp-inc,23510, Masters,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201,60, India, >50K
20417,20417,28, Private,122540, 10th,6, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20418,20418,65, Private,212562, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
20419,20419,35, Self-emp-not-inc,112497, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, Ireland, <=50K
20420,20420,82, Private,147729, 5th-6th,3, Widowed, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
20421,20421,48, Self-emp-not-inc,296066, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20422,20422,44, Private,148138, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Japan, >50K
