,Unnamed: 0,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
22200,22200,27, Private,217530, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
22201,22201,20, Private,244406, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
22202,22202,18, Local-gov,152182, 10th,6, Never-married, Protective-serv, Own-child, White, Female,0,0,6, United-States, <=50K
22203,22203,34, Private,55717, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,50, United-States, >50K
22204,22204,38, Private,201454, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22205,22205,40, Self-emp-inc,144371, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
22206,22206,55, Private,277034, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22207,22207,35, Self-emp-not-inc,462832, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, >50K
22208,22208,26, Private,200681, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22209,22209,54, State-gov,119565, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
22210,22210,22, Private,192017, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22211,22211,52, Local-gov,84808, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22212,22212,33, Private,100154, 10th,6, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22213,22213,42, Private,169383, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22214,22214,19, Without-pay,43887, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K
22215,22215,45, Private,54260, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,99, United-States, <=50K
22216,22216,53, Self-emp-not-inc,159876, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,3103,0,72, United-States, <=50K
22217,22217,46, Private,160474, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1590,43, United-States, <=50K
22218,22218,25, Private,476334, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22219,22219,90, Private,52386, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22220,22220,33, Private,83671, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
22221,22221,45, Private,172960, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,70, United-States, <=50K
22222,22222,47, Private,191957, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
22223,22223,38, Local-gov,40955, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
22224,22224,35, ?,98080, Prof-school,15, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,4787,0,45, Japan, >50K
22225,22225,37, Private,175643, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
22226,22226,53, State-gov,197184, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
22227,22227,56, Private,187295, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22228,22228,18, Private,40822, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
22229,22229,44, Private,228729, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, ?, <=50K
22230,22230,50, Private,240496, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,36, United-States, <=50K
22231,22231,26, Private,51961, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
22232,22232,36, Private,174887, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22233,22233,37, Private,95855, 11th,7, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
22234,22234,32, Private,362259, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22235,22235,38, Self-emp-not-inc,30916, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22236,22236,62, Private,153148, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,84, United-States, <=50K
22237,22237,46, Private,167915, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22238,22238,41, Private,45156, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,2174,0,41, United-States, <=50K
22239,22239,37, Private,98776, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
22240,22240,27, Private,209801, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, ?, <=50K
22241,22241,38, Private,183800, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22242,22242,35, Private,54595, 12th,8, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22243,22243,34, Private,79637, Bachelors,13, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22244,22244,50, Private,126566, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
