age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
20, Private,278155, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,39054, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
57, Private,170287, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
42, Private,336643, Assoc-voc,11, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,264166, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,45, Columbia, <=50K
44, Local-gov,433705, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
28, Private,27044, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
42, Private,165599, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
26, Private,159759, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,385092, Some-college,10, Divorced, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
42, Private,188808, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
30, Private,167476, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
21, State-gov,194096, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
59, Private,182460, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
21, ?,102323, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private,232139, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,341741, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
21, Private,206008, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
48, Private,344415, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
35, State-gov,372130, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private,27766, Bachelors,13, Separated, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
23, Private,140764, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
17, ?,161259, 10th,6, Never-married, ?, Other-relative, White, Male,0,0,12, United-States, <=50K
41, Private,22201, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
35, Self-emp-inc,187046, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
22, Private,137591, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
53, Private,274276, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,341757, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,218542, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Local-gov,190020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
27, Private,221436, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Cuba, >50K
39, Self-emp-not-inc,52187, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,158776, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov,51543, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
17, Private,146329, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,23, United-States, <=50K
31, Private,397467, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,105592, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
39, Private,78171, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, State-gov,55377, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
31, Private,258932, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,80, Italy, <=50K
27, Private,38606, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1504,45, United-States, <=50K
18, Private,219841, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
46, Private,156926, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private,160362, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
48, Private,192161, Bachelors,13, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,43, United-States, <=50K
53, Private,208570, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,26, United-States, <=50K
44, Self-emp-not-inc,182771, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, South, >50K
43, Private,151089, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
50, Private,163002, HS-grad,9, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
56, Private,155657, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Yugoslavia, <=50K
27, Private,217530, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
