age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
23, Private,268145, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Private,257337, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc,213354, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
25, Private,303431, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Private,124963, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29, Private,158218, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,35, United-States, <=50K
27, State-gov,553473, Bachelors,13, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,48, United-States, <=50K
53, Private,46155, HS-grad,9, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
68, Private,138714, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
56, Private,231781, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private,496414, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, <=50K
24, Private,19410, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
70, ?,28471, 9th,5, Widowed, ?, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private,185821, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
74, ?,272667, Assoc-acdm,12, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, ?,194031, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Local-gov,144995, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
45, Private,162494, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
35, Private,171968, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,232569, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,161819, 11th,7, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
18, Private,123343, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private,105449, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
49, Private,181717, Assoc-voc,11, Separated, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
45, Local-gov,102359, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
27, Private,72887, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private,154571, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
35, Private,255191, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private,174789, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,110402, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
19, Private,208513, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private,121904, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K
28, Private,34335, HS-grad,9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,14084,0,40, United-States, >50K
49, Private,59380, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, ?,135285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,2603,32, United-States, <=50K
39, Self-emp-inc,126675, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
22, Private,217363, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,91836, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,184813, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private,178142, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov,102359, 9th,5, Widowed, Handlers-cleaners, Unmarried, White, Male,0,2231,40, United-States, >50K
33, Self-emp-inc,281832, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
28, Private,96226, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private,195124, 7th-8th,4, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,0,0,35, Puerto-Rico, <=50K
20, Private,56322, Some-college,10, Never-married, Other-service, Own-child, White, Male,2176,0,25, United-States, <=50K
50, Local-gov,97449, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
32, Private,339773, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
